income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,35 - 39,36316.0,1715083123.4276702,154079628.84635696
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,40 - 44,33913.0,1600348576.848858,144142135.13028723
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,45 - 49,33393.0,1583485390.5008934,143490344.71937788
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,50 - 54,33647.0,1601298375.501862,145513126.92672527
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,55 - 59,33567.0,1611837486.7829804,140082127.25042334
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,60 - 64,32756.0,1589478031.6663463,135688076.15207794
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,65 - 69,23743.0,1146868908.288528,70475821.8722241
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,70 - 74,11780.0,570926685.2400926,29967287.970943823
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,75 and over,15087.0,703208537.5282675,32550722.550015744
2015–16,"$40,001 to $50,000","$40,001 to $50,000",Male,Taxable,Under 18,923.0,41316216.99418365,3913078.7355028256
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,18 - 24,12.0,683934.1792850818,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,25 - 29,66.0,3750180.3228390776,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,30 - 34,35.0,2000027.9139105019,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,35 - 39,37.0,2176471.596908593,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,40 - 44,22.0,1255980.5935215403,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,45 - 49,24.0,1472208.1501780667,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,50 - 54,21.0,1781911.458003233,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,55 - 59,625.0,35949536.04273457,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,60 - 64,49.0,3035880.614088541,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,65 - 69,90.0,4935880.855061954,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,70 - 74,70.0,4142061.530717236,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,75 and over,262.0,17065215.288165048,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Non Taxable,Under 18,0.0,0.01562117156699415,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,18 - 24,90828.0,5271357389.96772,742089304.0973558
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,25 - 29,112050.0,6626887356.437071,932033502.8880845
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,30 - 34,89491.0,5291027324.878301,739067280.4310726
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,35 - 39,75131.0,4437316051.467294,616090736.1482221
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,40 - 44,78921.0,4652545324.464436,646886019.7516686
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,45 - 49,83409.0,4917481372.810362,689419818.6448804
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,50 - 54,84020.0,4958356022.557349,699448090.6436477
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,55 - 59,74470.0,4407269995.733957,603537714.3011473
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,60 - 64,49849.0,2964852138.68276,406124382.503471
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,65 - 69,24549.0,1455433364.123446,180289755.6755028
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,70 - 74,9313.0,552658867.9057928,63699726.042596586
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,75 and over,17187.0,996253154.1158814,101752937.1373474
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,Under 18,168.0,9534134.533127664,1373113.0026038159
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,18 - 24,15.0,875927.7416940957,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,25 - 29,55.0,3143472.005111158,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,30 - 34,59.0,3533094.7992627034,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,35 - 39,34.0,1966292.2497387936,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,40 - 44,36.0,2181698.2923925305,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,45 - 49,35.0,2113316.3987641525,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,50 - 54,37.0,2453812.8494713,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,55 - 59,615.0,35812916.106738284,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,60 - 64,82.0,5198090.917897151,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,65 - 69,403.0,22485585.516184025,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,70 - 74,491.0,27271172.853458885,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,75 and over,835.0,51142054.59995972,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,Under 18,0.0,0.009979437348033056,0.0
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,18 - 24,97061.0,5755522229.986281,801422170.3290693
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,25 - 29,106815.0,6417692348.285533,894543533.5582621
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,30 - 34,84543.0,5095746843.855931,707683274.3579799
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,35 - 39,64841.0,3905512893.3503513,541456355.750362
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,40 - 44,59853.0,3596520074.836878,499194997.13521796
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,45 - 49,57490.0,3451546886.0209036,481013623.7031931
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,50 - 54,56568.0,3402681244.040258,474660739.773403
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,55 - 59,54877.0,3315710071.2426085,444429209.6848261
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,60 - 64,47535.0,2882566302.980793,378777218.5382902
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,65 - 69,29254.0,1770289951.8244486,207373308.3312887
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,70 - 74,12969.0,783544994.9100702,78574113.07698572
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,75 and over,18735.0,1086143308.263077,96870771.82402717
2015–16,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,Under 18,359.0,20554744.212435212,2937986.1814505327
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,30 - 34,0.0,72162.50927390087,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,35 - 39,0.0,59303.04871252502,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,40 - 44,0.0,49445.532290639094,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,45 - 49,0.0,82839.70400458947,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,50 - 54,1.0,1047117.9785880205,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,55 - 59,0.0,52771.74933974734,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,60 - 64,0.0,34725.287959127825,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,65 - 69,0.0,20741.471502563723,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,70 - 74,0.0,18188.31964487115,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,18 - 24,47.0,35518262.78216196,14701154.929541545
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,25 - 29,62.0,44337712.34203605,18211954.904840473
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,30 - 34,201.0,138130249.39306402,58456352.026506215
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,35 - 39,611.0,438608575.78921556,184382196.4534425
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,40 - 44,1283.0,968141439.7601061,409193677.3223522
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,45 - 49,1563.0,1214240889.682615,511501843.75039697
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,50 - 54,1233.0,970629510.5769699,406749938.8988171
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,55 - 59,1009.0,787679118.2537556,319022897.69390017
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,60 - 64,736.0,591147521.9093771,244734278.17859298
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,65 - 69,469.0,377039392.2313637,156355009.91591844
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,70 - 74,355.0,294460794.5850846,123286237.63189968
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,75 and over,912.0,738720439.097309,308307960.37147146
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,Under 18,1.0,774683.8016042017,59936.58018717125
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,25 - 29,0.0,87101.56804817785,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,30 - 34,2.0,1283291.4253466371,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,35 - 39,3.0,1584480.1750995205,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,40 - 44,8.0,5336251.643194895,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,45 - 49,6.0,3795682.63111134,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,50 - 54,6.0,3839711.482431501,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,55 - 59,8.0,5752092.296373106,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,60 - 64,5.0,3451628.330344543,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,65 - 69,2.0,1852112.6587322454,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,70 - 74,0.0,17019.666443223417,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,75 and over,2.0,1746153.8711535016,0.0
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,18 - 24,73.0,50792283.62610062,20113084.54973319
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,25 - 29,199.0,140140492.63437024,56747249.58435352
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,30 - 34,740.0,515288951.584032,214000991.73439822
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,35 - 39,2289.0,1712802653.6779187,720922557.4400678
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,40 - 44,4590.0,3588017589.3410606,1519279345.7955952
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,45 - 49,5687.0,4547114690.695231,1907579512.8330748
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,50 - 54,5256.0,4234933100.7588897,1763431478.2040246
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,55 - 59,4538.0,3635125214.198888,1465991507.0014517
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,60 - 64,2743.0,2210684085.7181215,903905710.3310071
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,65 - 69,1515.0,1238057712.0304294,508523948.5782534
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,70 - 74,721.0,605140318.5254939,248577358.13262433
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,75 and over,883.0,744339118.6999412,303500666.6777402
2015–16,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,Under 18,2.0,1710303.3257611268,731497.3458202383
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,18 - 24,57061.0,209819675.79641917,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,25 - 29,45191.0,102580186.19032729,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,30 - 34,55288.0,77261012.97716245,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,35 - 39,52831.0,49735979.3322821,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,40 - 44,48040.0,49385890.10764086,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,45 - 49,40050.0,26734772.926594563,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,50 - 54,36156.0,26501697.45920042,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,55 - 59,36212.0,57515227.87332257,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,60 - 64,49321.0,83774344.48602423,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,65 - 69,41938.0,105670969.9997393,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,70 - 74,30507.0,73571703.440999,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,75 and over,41429.0,117572654.17051582,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Non Taxable,Under 18,28622.0,88932001.16946594,0.0
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,18 - 24,592.0,2112762.298847051,630622.4163689426
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,25 - 29,900.0,2710171.225301455,793187.2884335134
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,30 - 34,1049.0,3825208.285820598,979218.8009735047
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,35 - 39,1176.0,4617409.57038827,1195997.5361054393
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,40 - 44,1156.0,5371195.691585895,1208282.3393727047
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,45 - 49,917.0,4397587.302915346,978720.7684086155
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,50 - 54,844.0,5020224.848692165,958599.498192299
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,55 - 59,820.0,4402775.142132942,967481.0789328221
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,60 - 64,614.0,3212586.7282932163,730739.5384915809
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,65 - 69,334.0,1730812.824290822,434684.33182483085
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,70 - 74,193.0,985298.3197075302,235653.66627803628
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,75 and over,149.0,725857.3101660768,183762.6975221629
2015–16,"$6,000 or less","$6,000 or less",Female,Taxable,Under 18,2063.0,3888708.695501955,1033464.1054906722
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,18 - 24,57497.0,206818805.72983947,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,25 - 29,31284.0,69008861.13557388,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,30 - 34,26463.0,8182722.83213225,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,35 - 39,23127.0,-13807.827095752156,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,40 - 44,24702.0,-29296095.29789377,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,45 - 49,25443.0,-38495500.047269516,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,50 - 54,27281.0,-3016073.8940466945,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,55 - 59,27711.0,-8617224.803548219,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,60 - 64,42411.0,45725975.81172779,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,65 - 69,40464.0,118949114.30957204,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,70 - 74,31678.0,69078461.18651713,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,75 and over,43907.0,118007207.70590946,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Non Taxable,Under 18,27206.0,78907020.665385,0.0
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,18 - 24,495.0,1747768.5693409115,531091.3628706435
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,25 - 29,868.0,2830849.79793766,784798.7096259111
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,30 - 34,1322.0,4439872.279927221,1146953.9050437808
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,35 - 39,1344.0,5242972.428654816,1296114.6582280777
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,40 - 44,1386.0,5935547.077716786,1367116.9978325758
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,45 - 49,1153.0,5463793.276573502,1188952.136033447
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,50 - 54,1098.0,5629392.877373118,1178409.1890853015
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,55 - 59,1025.0,5898429.817394632,1139371.485009143
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,60 - 64,810.0,4850134.151202602,928974.1065293482
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,65 - 69,460.0,2351884.5858674212,549381.4830503978
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,70 - 74,240.0,1385036.1089046476,304206.08811383724
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,75 and over,189.0,918390.9145254539,235139.28415924928
2015–16,"$6,000 or less","$6,000 or less",Male,Taxable,Under 18,2173.0,4084932.2684102836,1120306.6475062275
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,18 - 24,45259.0,466956857.26109314,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,25 - 29,20741.0,214948170.22075078,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,30 - 34,18511.0,194542599.75550455,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,35 - 39,15163.0,161028488.49917457,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,40 - 44,13502.0,144712125.1015117,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,45 - 49,11902.0,130091771.38827825,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,50 - 54,11032.0,121260513.4144908,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,55 - 59,11577.0,126851692.27699265,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,60 - 64,14489.0,158424108.75056732,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,65 - 69,12787.0,138402873.17572322,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,70 - 74,7496.0,80700090.90101098,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,75 and over,8155.0,86112965.52213892,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,Under 18,11629.0,116197285.8433076,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,18 - 24,195.0,2010870.5797242587,627779.3175187194
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,25 - 29,224.0,2337309.6492743636,695828.0664184925
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,30 - 34,310.0,3262308.424200342,972926.5997507906
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,35 - 39,377.0,4008219.51625468,1164804.3527246143
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,40 - 44,476.0,5299987.971102194,1471960.4079909732
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,45 - 49,448.0,5382253.459831316,1360149.0557908097
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,50 - 54,411.0,4529527.288118231,1251055.8236008827
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,55 - 59,393.0,4610757.439809897,1186181.5902642296
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,60 - 64,315.0,3522841.711616619,935461.1101897738
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,65 - 69,212.0,2436422.9327339875,644669.7802283743
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,70 - 74,99.0,1419873.0774984383,286371.1526478768
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,75 and over,77.0,826299.1609065484,244067.4627972507
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,Under 18,162.0,1542780.8440178414,247667.75974313405
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,18 - 24,43288.0,447222303.1244259,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,25 - 29,16759.0,174841044.21279424,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,30 - 34,10315.0,109515970.89893793,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,35 - 39,6853.0,74444926.5394053,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,40 - 44,6397.0,70513246.53013372,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,45 - 49,6484.0,73127259.942694,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,50 - 54,7054.0,81421780.85137753,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,55 - 59,7389.0,85391126.57271145,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,60 - 64,11411.0,128796236.56154135,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,65 - 69,12251.0,136687235.48019016,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,70 - 74,7972.0,87883127.23807433,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,75 and over,8368.0,91007810.33229396,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,Under 18,9644.0,97489301.22211228,0.0
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,18 - 24,195.0,1965693.802589355,614952.6167078565
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,25 - 29,252.0,2583791.0276885275,778171.2924436298
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,30 - 34,377.0,4028282.573193369,1140968.3596727266
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,35 - 39,435.0,4800851.449187093,1312297.06266979
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,40 - 44,482.0,5486117.269501837,1451897.9056004973
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,45 - 49,510.0,5804366.242495789,1526490.4920637682
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,50 - 54,520.0,5926298.719779671,1557029.5823011452
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,55 - 59,489.0,5583388.302956061,1438918.0588237178
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,60 - 64,386.0,4666963.060876153,1124143.9554627978
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,65 - 69,305.0,3758428.7077316684,917272.721385966
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,70 - 74,144.0,1947836.7283766286,422466.3357753264
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,75 and over,125.0,1405937.3325899243,348560.12504916836
2015–16,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,Under 18,150.0,1484913.7956660246,228351.29250087516
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,18 - 24,8.0,579047.4807416389,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,25 - 29,24.0,1758258.4719081526,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,30 - 34,39.0,2870959.633599858,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,35 - 39,11.0,885924.604506739,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,40 - 44,17.0,1292616.8745197698,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,45 - 49,15.0,1166998.5095409278,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,50 - 54,14.0,1244470.7687646654,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,55 - 59,569.0,43046064.31006092,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,60 - 64,38.0,3016140.982133045,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,65 - 69,15.0,1180313.4632904397,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,70 - 74,8.0,620397.234681006,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,75 and over,70.0,4992063.7666488495,0.0
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,18 - 24,50756.0,3733907168.5319157,691766478.6619432
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,25 - 29,120636.0,9228178874.739584,1740770152.5104215
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,30 - 34,105429.0,8140280983.373629,1545096600.4680753
2015–16,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,35 - 39,85114.0,6570754182.132145,1248343557.7344594
